timestamp,signal,price,btc_amount,usd_amount,reason,portfolio_value,position_type,position_size_pct,market_regime,portfolio_heat,entry_price,entry_reason
2025-03-26 19:00:00,BUY,86567.19,0.008046418273221466,696.5558194774346,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8455.55056802045,BUY,0.13931116389548692,SIDEWAYS,0.0,,
2025-03-27 11:00:00,BUY,86943.52,0.006895485914854361,599.5178175478585,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8473.600850082361,BUY,0.13931116389548692,SIDEWAYS,0.00528954083988649,,
2025-03-27 12:00:00,BUY,86761.05,0.005947349560767004,515.9982926091841,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8463.590644564312,BUY,0.13931116389548692,SIDEWAYS,0.009223753939850374,,
2025-03-27 13:00:00,BUY,86383.83,0.005141170169205448,444.11396989771464,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8440.653100168074,BUY,0.13931116389548692,SIDEWAYS,0.011983211442308803,,
2025-03-27 15:00:00,BUY,86974.07,0.004394918345766948,382.2439358490188,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8479.578235244664,BUY,0.13931116389548692,SIDEWAYS,0.01688258100181497,,
2025-03-28 04:00:00,BUY,86305.38,0.0038119650044284624,328.99308825390017,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8432.540643273323,BUY,0.13931116389548692,SIDEWAYS,0.01728383966539887,,
2025-03-28 11:00:00,BUY,85255.26,0.0033213279534386347,283.1606782156787,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8354.669139308193,BUY,0.13931116389548692,STEADY_BEAR,0.015504262643694255,,
2025-03-29 17:00:00,BUY,82332.63,0.0029601050587600205,243.71323456401703,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8128.234901480599,BUY,0.13931116389548692,STEADY_BEAR,0.004521600534121171,,
2025-03-29 20:00:00,STOP_LOSS,82511.17,0.008046418273221466,663.9193860328828,Time-based exit after 73h,8142.595997639969,STOP_LOSS,,,,86567.19,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-30 12:00:00,STOP_LOSS,83072.76,0.006895485914854361,572.8270464880768,Time-based exit after 73h,8183.249428668454,STOP_LOSS,,,,86943.52,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-30 13:00:00,STOP_LOSS,82678.42,0.005947349560767004,491.7174648719099,Time-based exit after 73h,8157.42237048509,STOP_LOSS,,,,86761.05,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-30 13:00:00,BUY,82678.42,0.005449494287594033,450.5555774973002,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8157.422370485091,BUY,0.13931116389548692,SIDEWAYS,0.00592375717414539,,
2025-03-30 14:00:00,STOP_LOSS,82803.28,0.005141170169205448,425.7057530483661,Time-based exit after 73h,8165.537837947475,STOP_LOSS,,,,86383.83,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-30 14:00:00,BUY,82803.28,0.0053994687110307795,447.0937195307207,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8165.537837947475,BUY,0.13931116389548692,SIDEWAYS,0.008794058283782451,,
2025-03-30 16:00:00,STOP_LOSS,82284.01,0.004394918345766948,361.631505112271,Time-based exit after 73h,8131.652960108829,STOP_LOSS,,,,86974.07,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-30 16:00:00,BUY,82284.01,0.005288851126373166,435.1878789710008,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8131.652960108829,BUY,0.13931116389548692,SIDEWAYS,0.009498478208278049,,
2025-03-30 22:00:00,BUY,82438.0,0.004543552112355254,374.5613490383424,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8141.839208760968,BUY,0.13931116389548692,SIDEWAYS,0.01290454618749691,,
2025-03-30 23:00:00,BUY,82389.99,0.003912863341208649,322.3807715535472,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8138.445270513585,BUY,0.13931116389548692,SIDEWAYS,0.015489804310392692,,
2025-03-31 00:00:00,BUY,81646.89,0.002888647704686153,235.84910139326283,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8083.006159327099,BUY,0.11841448931116388,SIDEWAYS,0.014800111802498383,,
2025-03-31 01:00:00,BUY,81953.03,0.0025370770366548094,207.9211504972827,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8106.730120535102,BUY,0.11841448931116388,STEADY_BEAR,0.017921398603637482,,
2025-03-31 02:00:00,BUY,81922.3,0.0022374893483722664,183.30027364415733,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8104.270770752651,BUY,0.11841448931116388,SIDEWAYS,0.019314079206193966,,
2025-03-31 05:00:00,STOP_LOSS,82166.99,0.0038119650044284624,313.21769039922344,Time-based exit after 73h,8124.401024737481,STOP_LOSS,,,,86305.38,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-31 07:00:00,BUY,81933.51,0.00285287823378097,233.74632729627544,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8106.083017068722,BUY,0.13931116389548692,SIDEWAYS,0.020345847276680384,,
2025-03-31 08:00:00,BUY,81899.15,0.0024564706029834974,201.18285438433588,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8103.289229180069,BUY,0.13931116389548692,SIDEWAYS,0.021908101882506612,,
2025-03-31 09:00:00,BUY,81455.58,0.0021257701041995872,173.1558367842378,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8066.133241916038,BUY,0.13931116389548692,SIDEWAYS,0.021094233728062895,,
2025-03-31 11:00:00,BUY,82205.51,0.001812935600381637,149.03329562652866,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8130.545892473573,BUY,0.13931116389548692,SIDEWAYS,0.026445398805159302,,
2025-03-31 12:00:00,STOP_LOSS,82768.74,0.0033213279534386347,274.9021298328945,Time-based exit after 73h,8179.943690248289,STOP_LOSS,,,,85255.26,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-03-31 12:00:00,BUY,82768.74,0.002012453366065323,166.56822941798555,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8179.94369024829,BUY,0.13931116389548692,SIDEWAYS,0.03066922819271341,,
2025-03-31 13:00:00,BUY,82507.99,0.0014769345754670812,121.85890318329218,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8157.416034514607,BUY,0.11841448931116388,SIDEWAYS,0.029423092657250204,,
2025-03-31 15:00:00,SELL,83418.78,0.010405382683918524,868.0043289256089,Technical: RSI overbought (61.8) or above BB upper,8237.449470877133,SELL,,SIDEWAYS,0.03532705960639408,,
2025-04-01 08:00:00,SELL,84121.94,0.009173234607315084,771.6702912424831,Technical: RSI overbought (67.3) or above BB upper,8291.921281582072,SELL,,SIDEWAYS,0.031037266152737143,,
2025-04-01 09:00:00,SELL,84362.0,0.008086990715958373,682.2347107796803,Technical: RSI overbought (69.4) or above BB upper,8308.31592215829,SELL,,SIDEWAYS,0.024524003942023545,,
2025-04-01 10:00:00,BUY,84175.99,0.005344219904397787,449.85500123038906,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8297.116829583201,BUY,0.13931116389548692,SIDEWAYS,0.01737470060503964,,
2025-04-01 11:00:00,BUY,83930.3,0.00461317518732541,387.1851774247779,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8281.011565547864,BUY,0.13931116389548692,SIDEWAYS,0.019907386871832317,,
2025-04-01 14:00:00,BUY,84195.92,0.003957982283638584,333.24595971465146,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8299.648615757535,BUY,0.13931116389548692,SIDEWAYS,0.023629742643464378,,
2025-04-01 15:00:00,SELL,85280.87,0.010326066053811327,880.6158967464968,Technical: RSI overbought (71.7) or above BB upper,8380.067622043975,SELL,,SIDEWAYS,0.03021739021860571,,
2025-04-01 16:00:00,SELL,85119.99,0.008887529773393193,756.5064454359309,Technical: RSI overbought (69.1) or above BB upper,8369.80408142051,SELL,,STEADY_BULL,0.01943780872188441,,
2025-04-02 12:00:00,BUY,85049.99,0.006053974799198382,514.8904961320744,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8365.96047103795,BUY,0.13931116389548692,SIDEWAYS,0.010865936689292,,
2025-04-02 13:00:00,BUY,85215.82,0.006760583332864103,576.1086523883475,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8376.069914675189,BUY,0.181104513064133,STEADY_BULL,0.014956212611128096,,
2025-04-02 14:00:00,SELL,85877.75,0.012264991264096995,1053.2898535303057,Technical: RSI overbought (67.1) or above BB upper,8420.897984004243,SELL,,SIDEWAYS,0.021160939749213632,,
2025-04-02 17:00:00,BUY,86615.33,0.00650172519396788,563.1490732448419,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8461.80290704857,BUY,0.15393883610451303,STEADY_BULL,0.012311477767453678,,
2025-04-03 15:00:00,BUY,82039.31,0.005255824525059015,431.18421751691926,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8178.272653792907,BUY,0.13931116389548692,STEADY_BEAR,0.004580416423272311,,
2025-04-04 07:00:00,SELL,83992.85,0.009363916392437357,786.5020249625321,Technical: RSI overbought (60.3) or above BB upper,8309.58147871239,SELL,,SIDEWAYS,0.014020608054905827,,
2025-04-04 11:00:00,BUY,82680.45,0.005813755909951628,480.6839548249601,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8233.656618976005,BUY,0.13931116389548692,SIDEWAYS,0.0064569667432166356,,
2025-04-04 15:00:00,BUY,82860.0,0.004244043164018198,351.6614165705479,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8245.087791075839,BUY,0.11841448931116388,STEADY_BEAR,0.010461419144993675,,
2025-04-05 13:00:00,BUY,82755.29,0.00528878266087155,437.6747428473967,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8237.976964397316,BUY,0.1671733966745843,SIDEWAYS,0.012676921947821313,,
2025-04-05 14:00:00,STOP_LOSS,82914.67,0.006098062326593845,505.6188254489609,Time-based exit after 73h,8249.643341595118,STOP_LOSS,,,,85215.82,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-05 15:00:00,BUY,82618.26,0.005435035619484587,449.0331859198387,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8229.754100366294,BUY,0.1671733966745843,SIDEWAYS,0.01346382619385301,,
2025-04-05 18:00:00,STOP_LOSS,83036.13,0.00650172519396788,539.8780984305921,Time-based exit after 73h,8260.06449929333,STOP_LOSS,,,,86615.33,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-05 23:00:00,BUY,83537.99,0.00463082762819314,386.8500320957223,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8293.204196957518,BUY,0.13931116389548692,SIDEWAYS,0.018556433565595613,,
2025-04-06 08:00:00,BUY,83034.26,0.004009881028282312,332.9575038714608,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8257.608329380093,BUY,0.13931116389548692,SIDEWAYS,0.019576463402640847,,
2025-04-06 12:00:00,BUY,82697.99,0.003465293491164555,286.5728064793915,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8232.49754924193,BUY,0.13931116389548692,SIDEWAYS,0.020646346359458948,,
2025-04-06 13:00:00,BUY,82306.01,0.002996743679689385,246.65001526795132,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8201.868329281648,BUY,0.13931116389548692,SIDEWAYS,0.020996910714754048,,
2025-04-06 14:00:00,BUY,82667.07,0.002567998533952315,212.2889145661334,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8231.163472385342,BUY,0.13931116389548692,SIDEWAYS,0.024524719351134424,,
2025-04-06 15:00:00,BUY,82548.36,0.0022134261516015066,182.71469879581576,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8221.226911885926,BUY,0.13931116389548692,SIDEWAYS,0.02547256175062299,,
2025-04-06 16:00:00,STOP_LOSS,81970.0,0.005255824525059015,430.81993631908745,Time-based exit after 73h,8171.535423505797,STOP_LOSS,,,,82039.31,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-06 16:00:00,BUY,81970.0,0.002650707920016457,217.27852820374898,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8171.535423505797,BUY,0.13931116389548692,SIDEWAYS,0.023718843316266384,,
2025-04-06 22:00:00,STOP_LOSS,78063.66,0.00463082762819314,361.49935348587576,Stop loss hit at $78063.66,7846.087285950971,STOP_LOSS,,,,83537.99,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 03:00:00,STOP_LOSS,77707.77,0.005813755909951628,451.77400708666187,Stop loss hit at $77707.77,7818.085157491389,STOP_LOSS,,,,82680.45,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 03:00:00,STOP_LOSS,77707.77,0.004244043164018198,329.7951300595984,Stop loss hit at $77707.77,7818.085157491389,STOP_LOSS,,,,82860.0,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 03:00:00,STOP_LOSS,77707.77,0.00528878266087155,410.97950659099445,Stop loss hit at $77707.77,7818.085157491389,STOP_LOSS,,,,82755.29,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 03:00:00,STOP_LOSS,77707.77,0.004009881028282312,311.5989126731254,Stop loss hit at $77707.77,7818.085157491389,STOP_LOSS,,,,83034.26,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 03:00:00,STOP_LOSS,77707.77,0.003465293491164555,269.2802295939123,Stop loss hit at $77707.77,7818.085157491389,STOP_LOSS,,,,82697.99,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 04:00:00,STOP_LOSS,76989.92,0.005435035619484587,418.4429575412688,Stop loss hit at $76989.92,7777.985898704686,STOP_LOSS,,,,82618.26,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 04:00:00,STOP_LOSS,76989.92,0.002996743679689385,230.7190561597914,Stop loss hit at $76989.92,7777.985898704686,STOP_LOSS,,,,82306.01,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 04:00:00,STOP_LOSS,76989.92,0.002567998533952315,197.710001689106,Stop loss hit at $76989.92,7777.985898704687,STOP_LOSS,,,,82667.07,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 04:00:00,STOP_LOSS,76989.92,0.0022134261516015066,170.41150233770787,Stop loss hit at $76989.92,7777.985898704687,STOP_LOSS,,,,82548.36,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 04:00:00,STOP_LOSS,76989.92,0.002650707920016457,204.07779070543342,Stop loss hit at $76989.92,7777.985898704688,STOP_LOSS,,,,81970.0,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-07 14:00:00,BUY,79033.11,0.007039973570057862,556.3910055594757,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7859.705955042506,BUY,0.11841448931116388,STEADY_BEAR,0.0,,
2025-04-07 15:00:00,BUY,78479.9,0.006250087586488074,490.50624877882535,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7833.685013770559,BUY,0.11841448931116388,STEADY_BEAR,0.003764368429805303,,
2025-04-08 13:00:00,BUY,79899.9,0.004584334756430708,366.28788860533786,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7909.351657830588,BUY,0.10030403800475059,CHOPPY,0.009835336913726065,,
2025-04-08 19:00:00,BUY,76854.05,0.0035733069619838754,274.62311192165686,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7733.086174622404,BUY,0.08358669833729215,CHOPPY,0.0058612670058465184,,
2025-04-09 01:00:00,BUY,76070.53,0.005513924001603356,419.44712118168815,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7684.943563300154,BUY,0.13931116389548692,STEADY_BEAR,0.0058553930860708635,,
2025-04-09 03:00:00,STOP_LOSS,75073.33,0.004584334756430708,344.16127599999214,Stop loss hit at $75073.33,7618.173110741151,STOP_LOSS,,,,79899.9,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-10 15:00:00,STOP_LOSS,78757.0,0.007039973570057862,554.447198457047,Trailing stop hit at $78757.00,7847.936869926625,STOP_LOSS,,,,79033.11,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-10 15:00:00,STOP_LOSS,78757.0,0.006250087586488074,492.23814804904123,Trailing stop hit at $78757.00,7847.936869926625,STOP_LOSS,,,,78479.9,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-10 15:00:00,STOP_LOSS,78757.0,0.0035733069619838754,281.4229364049641,Trailing stop hit at $78757.00,7847.936869926625,STOP_LOSS,,,,76854.05,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-10 15:00:00,STOP_LOSS,78757.0,0.005513924001603356,434.26011259427554,Trailing stop hit at $78757.00,7847.936869926625,STOP_LOSS,,,,76070.53,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%)
2025-04-11 08:00:00,BUY,81631.89,0.010422636561661766,850.8195213115515,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7962.921855544718,BUY,0.181104513064133,STEADY_BULL,0.0,,
2025-04-11 09:00:00,SELL,82450.0,0.009131098385902914,752.8590619176953,Technical: RSI overbought (66.3) or above BB upper,8004.170098198094,SELL,,STEADY_BULL,0.007443124489516545,,
2025-04-11 10:00:00,SELL,82706.86,0.007477415258983275,618.4335369865935,Technical: RSI overbought (67.8) or above BB upper,8014.775294341065,SELL,,STEADY_BULL,0.0009624982169996777,,
2025-04-11 11:00:00,BUY,82129.67,0.011507163545062033,945.0795445919748,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7995.260251778038,BUY,0.181104513064133,STEADY_BULL,0.0,,
2025-04-11 12:00:00,BUY,82115.52,0.009424788077354593,773.9213738617726,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),7994.619007817821,BUY,0.181104513064133,STEADY_BULL,0.007072500422604814,,
2025-04-11 13:00:00,BUY,82930.67,0.007642054746435926,633.7607202986114,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8039.242260862975,BUY,0.181104513064133,STEADY_BULL,0.014931744213314637,,
2025-04-12 13:00:00,SELL,84458.24,0.011298103119249269,954.2179047903035,Technical: RSI overbought (68.4) or above BB upper,8134.53885557434,SELL,,STEADY_BULL,0.024797268882258982,,
2025-04-12 14:00:00,SELL,84827.75,0.009251965655289268,784.8234296154642,Technical: RSI overbought (71.4) or above BB upper,8153.415766875138,SELL,,STEADY_BULL,0.015467747140775374,,
2025-04-12 20:00:00,SELL,85517.29,0.007576392920402022,647.9125905279666,Technical: RSI overbought (71.0) or above BB upper,8182.262237269191,SELL,,STEADY_BULL,0.0074518905935082895,,
2025-04-13 01:00:00,BUY,85259.77,0.011157336243475698,951.2719219314021,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8173.440123420878,BUY,0.181104513064133,STEADY_BULL,0.0003999891147899292,,
2025-04-13 02:00:00,BUY,85302.22,0.00913214549068516,778.9922837184336,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8175.368003403986,BUY,0.181104513064133,STEADY_BULL,0.007441650279871388,,
2025-04-13 03:00:00,BUY,85432.31,0.007466885368016969,637.9132654948897,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8182.464082114342,BUY,0.181104513064133,STEADY_BULL,0.01347704618956543,,
2025-04-13 04:00:00,BUY,84619.98,0.006173297301302679,522.3842941702867,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8132.0879711960315,BUY,0.181104513064133,STEADY_BULL,0.01544982778110049,,
2025-04-13 19:00:00,BUY,83981.31,0.003918254054587824,329.060108417097,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8088.538571224943,BUY,0.13931116389548692,SIDEWAYS,0.01669358722784056,,
2025-04-14 00:00:00,BUY,84325.74,0.0028548294680087677,240.7356074636457,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8113.374004277649,BUY,0.11841448931116388,SIDEWAYS,0.02070167564905994,,
2025-04-14 03:00:00,BUY,84566.03,0.0025096250048255225,212.2290234468253,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8131.386316507418,BUY,0.11841448931116388,SIDEWAYS,0.02364819107442601,,
2025-04-14 04:00:00,BUY,84869.31,0.0022045428673611515,187.09803201836243,Markov: FLAT-NEUTRAL→FLAT-NEUTRAL (93%),8154.88152377666,BUY,0.11841448931116388,SIDEWAYS,0.02676525684577386,,
